"State","ag_employment_z","construct_employment_z","manu_employment_z","wtrade_employment_z","rtrade_employment_z","trans_employment_z","info_employment_z","finance_employment_z","prof_employment_z","edu_employment_z","arts_employment_z","other_employment_z","public_employment_z"
"Ohio",-0.719667180217004,-1.43587049530829,1.31672584174479,0.302353948953476,-0.0629112005995002,0.091224353244557,-0.629606618756523,0.10820117801408,-0.406970904093527,0.108561092177253,-0.170731311327963,-1.04945806448003,-0.659546924510667
"Oklahoma",0.853375836650765,0.242108380678023,-0.155651297586445,0,0.723478806894253,0.091224353244557,-0.391119263166931,-0.699270299702946,-0.779958494403277,-0.465135736401713,0.154029335219791,1.81270029319278,0.673456525730577
"Oregon",0.214327111048234,-0.357169789317087,0.212442987246363,0.604707897906953,0.723478806894253,-0.999501609462098,-0.391119263166931,-0.699270299702946,0.380447342115946,-0.244483110025188,0.107634957141541,-0.413422873886071,-0.195893550513713
"Pennsylvania",-0.572194397385651,-1.19615922731024,0.422782578579396,0.604707897906953,-0.325041203097416,0.289538164645767,-0.391119263166931,0.188948325785783,0.00745975180619603,1.12356317350927,-0.634675092110468,0.222612316707886,-0.601590252761048
"Rhode Island",-0.916297557325475,-0.836592325313176,0.212442987246363,0,-0.193976201848458,-0.801187798060887,-0.629606618756523,0.350442621329188,0.131788948576112,1.30008527461049,0.154029335219791,-1.04945806448003,-0.42772023751219
"South Carolina",-0.719667180217004,0.00239711267997911,0.896046659078722,0,0.199218801898418,-0.107089458156653,-0.391119263166931,-0.295534560844433,0.00745975180619603,-0.774049413328848,0.293212469454542,0.858647507301843,-0.311806894012952
"South Dakota",1.93484291074736,0.122252746679001,0.0283958448299587,0.907061846860429,0.199218801898418,-1.0986585151627,-0.391119263166931,0.673431212415999,-1.69170593738267,0.329213718553778,-0.170731311327963,-0.413422873886071,-0.137936878764094
"Tennessee",-0.719667180217004,-0.237314155318065,0.764584414495576,0.302353948953476,0.592413805645293,1.38026412735242,-0.152631907577338,-0.21478741307273,-0.241198641733637,-0.685788362778238,0.0612405790632897,0.540629912004863,-0.485676909261809
"Texas",0.116011922493998,2.03994289066335,-0.392283337836108,0.907061846860429,0.0681538006494602,0.785322693148792,-0.152631907577338,0.431189769100891,0.546219604475835,-1.03883256498068,-0.170731311327963,1.17666510259882,-0.543633581011429
"Utah",-0.473879208831415,0.961242184672156,0.0546882937465878,0,0.461348804396334,-0.206246363857258,0.324342803601846,0.673431212415999,0.794877998015669,-0.729918888053544,-0.402703201719215,-0.731440469183048,-0.253850222263332
"Vermont",0.116011922493998,0.481819648676068,0.0283958448299587,-1.51176974476738,0.330283803147376,-2.48685519497117,0.324342803601846,-1.26450033410486,-0.65562929763336,2.13856525484128,0.200423713298042,-0.0954052785890942,-0.0799802070144741
"Virginia",-0.719667180217004,-0.596881057315131,-0.760377622668917,-1.81412369372086,-1.76675621683596,-0.801187798060887,0.324342803601846,0.027454030242378,2.28682835925467,-0.774049413328848,-0.356308823640964,1.81270029319278,2.2382866629703
"Washington",0.0668543282168804,0.242108380678023,-0.208236195419704,0.604707897906953,0.592413805645293,0.091224353244557,1.7552669371394,-0.860764595246352,1.41652398186525,-1.12709361553129,-0.217125689406213,-0.731440469183048,-0.022023535264855
"West Virginia",0.460115082433823,-0.596881057315131,-0.497453133502625,-1.2094157958139,1.64093381563696,0.487851976046976,-0.391119263166931,-1.82973036850678,-1.07005995353308,1.78552105263884,-0.170731311327963,-1.04945806448003,1.02119655622829
"Wisconsin",-0.129776048891591,-1.07630359331122,2.13179175816029,0.907061846860429,-0.325041203097416,-0.702030892360282,-0.391119263166931,-0.21478741307273,-0.821401559993249,-0.288613635300493,-0.588280714032217,-1.36747565977701,-0.891373611509145
"Wyoming",3.65535871044648,2.2796541586614,-1.49656619233453,-1.2094157958139,-0.325041203097416,0.487851976046976,-0.391119263166931,-1.50674177741997,-1.69170593738267,0.285083193278473,0.293212469454542,0.540629912004863,0.673456525730577
